source_row_id,customer_id,first_name,last_name,document_number,segment,status,updated_at
SRC-C-0304,C0304,Hugo,Herrera,10000304,consumer,active,2026-01-01T00:00:00Z
SRC-C-0305,C0305,Ana,Alba,10000305,family,active,2026-01-01T00:00:00Z
SRC-C-0306,C0306,Bruno,Bello,10000306,business,active,2026-01-01T00:00:00Z
SRC-C-0307,C0307,Carla,Cruz,10000307,consumer,active,2026-01-01T00:00:00Z
SRC-C-0308,C0308,Diego,Duarte,10000308,family,active,2026-01-01T00:00:00Z
SRC-C-0309,C0309,Elena,Estevez,10000309,business,active,2026-01-01T00:00:00Z
SRC-C-0310,C0310,Fabian,Flores,10000310,consumer,active,2026-01-01T00:00:00Z
SRC-C-0311,C0311,Gloria,Guerrero,10000311,family,active,2026-01-01T00:00:00Z
SRC-C-0312,C0312,Hugo,Herrera,10000312,business,active,2026-01-01T00:00:00Z
SRC-C-0313,C0313,Ana,Alba,10000313,consumer,active,2026-01-01T00:00:00Z
SRC-C-0314,C0314,Bruno,Bello,10000314,family,active,2026-01-01T00:00:00Z
SRC-C-0315,C0315,Carla,Cruz,10000315,business,active,2026-01-01T00:00:00Z
SRC-C-0316,C0316,Diego,Duarte,10000316,consumer,active,2026-01-01T00:00:00Z
SRC-C-0317,C0317,Elena,Estevez,10000317,family,active,2026-01-01T00:00:00Z
SRC-C-0318,C0318,Fabian,Flores,10000318,business,active,2026-01-01T00:00:00Z
SRC-C-0319,C0319,Gloria,Guerrero,10000319,consumer,active,2026-01-01T00:00:00Z
SRC-C-0320,C0320,Hugo,Herrera,10000320,family,active,2026-01-01T00:00:00Z
SRC-C-0321,C0321,Ana,Alba,10000321,business,active,2026-01-01T00:00:00Z
SRC-C-0322,C0322,Bruno,Bello,10000322,consumer,active,2026-01-01T00:00:00Z
SRC-C-0323,C0323,Carla,Cruz,10000323,family,active,2026-01-01T00:00:00Z
SRC-C-0324,C0324,Diego,Duarte,10000324,business,active,2026-01-01T00:00:00Z
SRC-C-0325,C0325,Elena,Estevez,10000325,consumer,active,2026-01-01T00:00:00Z
SRC-C-0326,C0326,Fabian,Flores,10000326,family,active,2026-01-01T00:00:00Z
SRC-C-0327,C0327,Gloria,Guerrero,10000327,business,active,2026-01-01T00:00:00Z
SRC-C-0328,C0328,Hugo,Herrera,10000328,consumer,active,2026-01-01T00:00:00Z
SRC-C-0329,C0329,Ana,Alba,10000329,family,active,2026-01-01T00:00:00Z
SRC-C-0330,C0330,Bruno,Bello,10000330,business,active,2026-01-01T00:00:00Z
SRC-C-0331,C0331,Carla,Cruz,10000331,consumer,active,2026-01-01T00:00:00Z
SRC-C-0332,C0332,Diego,Duarte,10000332,family,active,2026-01-01T00:00:00Z
SRC-C-0333,C0333,Elena,Estevez,10000333,business,active,2026-01-01T00:00:00Z
SRC-C-0334,C0334,Fabian,Flores,10000334,consumer,active,2026-01-01T00:00:00Z
SRC-C-0335,C0335,Gloria,Guerrero,10000335,family,active,2026-01-01T00:00:00Z
SRC-C-0336,C0336,Hugo,Herrera,10000336,business,active,2026-01-01T00:00:00Z
SRC-C-0337,C0337,Ana,Alba,10000337,consumer,active,2026-01-01T00:00:00Z
SRC-C-0338,C0338,Bruno,Bello,10000338,family,active,2026-01-01T00:00:00Z
SRC-C-0339,C0339,Carla,Cruz,10000339,business,active,2026-01-01T00:00:00Z
SRC-C-0340,C0340,Diego,Duarte,10000340,consumer,active,2026-01-01T00:00:00Z
SRC-C-0341,C0341,Elena,Estevez,10000341,family,active,2026-01-01T00:00:00Z
SRC-C-0342,C0342,Fabian,Flores,10000342,business,active,2026-01-01T00:00:00Z
SRC-C-0343,C0343,Gloria,Guerrero,10000343,consumer,active,2026-01-01T00:00:00Z
SRC-C-0344,C0344,Hugo,Herrera,10000344,family,active,2026-01-01T00:00:00Z
SRC-C-0345,C0345,Ana,Alba,10000345,business,active,2026-01-01T00:00:00Z
SRC-C-0346,C0346,Bruno,Bello,10000346,consumer,active,2026-01-01T00:00:00Z
SRC-C-0347,C0347,Carla,Cruz,10000347,family,active,2026-01-01T00:00:00Z
SRC-C-0348,C0348,Diego,Duarte,10000348,business,active,2026-01-01T00:00:00Z
SRC-C-0349,C0349,Elena,Estevez,10000349,consumer,active,2026-01-01T00:00:00Z
SRC-C-0350,C0350,Fabian,Flores,10000350,family,active,2026-01-01T00:00:00Z
SRC-C-0351,C0351,Gloria,Guerrero,10000351,business,active,2026-01-01T00:00:00Z
SRC-C-0352,C0352,Hugo,Herrera,10000352,consumer,active,2026-01-01T00:00:00Z
SRC-C-0353,C0353,Ana,Alba,10000353,family,active,2026-01-01T00:00:00Z
SRC-C-0354,C0354,Bruno,Bello,10000354,business,active,2026-01-01T00:00:00Z
SRC-C-0355,C0355,Carla,Cruz,10000355,consumer,active,2026-01-01T00:00:00Z
SRC-C-0356,C0356,Diego,Duarte,10000356,family,active,2026-01-01T00:00:00Z
SRC-C-0357,C0357,Elena,Estevez,10000357,business,active,2026-01-01T00:00:00Z
SRC-C-0358,C0358,Fabian,Flores,10000358,consumer,active,2026-01-01T00:00:00Z
SRC-C-0359,C0359,Gloria,Guerrero,10000359,family,active,2026-01-01T00:00:00Z
SRC-C-0360,C0360,Hugo,Herrera,10000360,business,active,2026-01-01T00:00:00Z
SRC-C-0361,C0361,Ana,Alba,10000361,consumer,active,2026-01-01T00:00:00Z
SRC-C-0362,C0362,Bruno,Bello,10000362,family,active,2026-01-01T00:00:00Z
SRC-C-0363,C0363,Carla,Cruz,10000363,business,active,2026-01-01T00:00:00Z
SRC-C-0364,C0364,Diego,Duarte,10000364,consumer,active,2026-01-01T00:00:00Z
SRC-C-0365,C0365,Elena,Estevez,10000365,family,active,2026-01-01T00:00:00Z
SRC-C-0366,C0366,Fabian,Flores,10000366,business,active,2026-01-01T00:00:00Z
SRC-C-0367,C0367,Gloria,Guerrero,10000367,consumer,active,2026-01-01T00:00:00Z
SRC-C-0368,C0368,Hugo,Herrera,10000368,family,active,2026-01-01T00:00:00Z
SRC-C-0369,C0369,Ana,Alba,10000369,business,active,2026-01-01T00:00:00Z
SRC-C-0370,C0370,Bruno,Bello,10000370,consumer,active,2026-01-01T00:00:00Z
SRC-C-0371,C0371,Carla,Cruz,10000371,family,active,2026-01-01T00:00:00Z
SRC-C-0372,C0372,Diego,Duarte,10000372,business,active,2026-01-01T00:00:00Z
SRC-C-0373,C0373,Elena,Estevez,10000373,consumer,active,2026-01-01T00:00:00Z
SRC-C-0374,C0374,Fabian,Flores,10000374,family,active,2026-01-01T00:00:00Z
SRC-C-0375,C0375,Gloria,Guerrero,10000375,business,active,2026-01-01T00:00:00Z
SRC-C-0376,C0376,Hugo,Herrera,10000376,consumer,active,2026-01-01T00:00:00Z
SRC-C-0377,C0377,Ana,Alba,10000377,family,active,2026-01-01T00:00:00Z
SRC-C-0378,C0378,Bruno,Bello,10000378,business,active,2026-01-01T00:00:00Z
SRC-C-0379,C0379,Carla,Cruz,10000379,consumer,active,2026-01-01T00:00:00Z
SRC-C-0380,C0380,Diego,Duarte,10000380,family,active,2026-01-01T00:00:00Z
SRC-C-0381,C0381,Elena,Estevez,10000381,business,active,2026-01-01T00:00:00Z
SRC-C-0382,C0382,Fabian,Flores,10000382,consumer,active,2026-01-01T00:00:00Z
SRC-C-0383,C0383,Gloria,Guerrero,10000383,family,active,2026-01-01T00:00:00Z
SRC-C-0384,C0384,Hugo,Herrera,10000384,business,active,2026-01-01T00:00:00Z
SRC-C-0385,C0385,Ana,Alba,10000385,consumer,active,2026-01-01T00:00:00Z
SRC-C-0386,C0386,Bruno,Bello,10000386,family,active,2026-01-01T00:00:00Z
SRC-C-0387,C0387,Carla,Cruz,10000387,business,active,2026-01-01T00:00:00Z
SRC-C-0388,C0388,Diego,Duarte,10000388,consumer,active,2026-01-01T00:00:00Z
SRC-C-0389,C0389,Elena,Estevez,10000389,family,active,2026-01-01T00:00:00Z
SRC-C-0390,C0390,Fabian,Flores,10000390,business,active,2026-01-01T00:00:00Z
SRC-C-0391,C0391,Gloria,Guerrero,10000391,consumer,active,2026-01-01T00:00:00Z
SRC-C-0392,C0392,Hugo,Herrera,10000392,family,active,2026-01-01T00:00:00Z
SRC-C-0393,C0393,Ana,Alba,10000393,business,active,2026-01-01T00:00:00Z
SRC-C-0394,C0394,Bruno,Bello,10000394,consumer,active,2026-01-01T00:00:00Z
SRC-C-0395,C0395,Carla,Cruz,10000395,family,active,2026-01-01T00:00:00Z
SRC-C-0396,C0396,Diego,Duarte,10000396,business,active,2026-01-01T00:00:00Z
SRC-C-0397,C0397,Elena,Estevez,10000397,consumer,active,2026-01-01T00:00:00Z
SRC-C-0398,C0398,Fabian,Flores,10000398,family,active,2026-01-01T00:00:00Z
SRC-C-0399,C0399,Gloria,Guerrero,10000399,business,active,2026-01-01T00:00:00Z
SRC-C-0400,C0400,Hugo,Herrera,10000400,consumer,active,2026-01-01T00:00:00Z
SRC-C-0401,C0401,Ana,Alba,10000401,family,active,2026-01-01T00:00:00Z
SRC-C-0402,C0402,Bruno,Bello,10000402,business,active,2026-01-01T00:00:00Z
SRC-C-0403,C0403,Carla,Cruz,10000403,consumer,active,2026-01-01T00:00:00Z
SRC-C-0404,C0404,Diego,Duarte,10000404,family,active,2026-01-01T00:00:00Z
SRC-C-0405,C0405,Elena,Estevez,10000405,business,active,2026-01-01T00:00:00Z
SRC-C-0406,C0406,Fabian,Flores,10000406,consumer,active,2026-01-01T00:00:00Z
SRC-C-0407,C0407,Gloria,Guerrero,10000407,family,active,2026-01-01T00:00:00Z
SRC-C-0408,C0408,Hugo,Herrera,10000408,business,active,2026-01-01T00:00:00Z
SRC-C-0409,C0409,Ana,Alba,10000409,consumer,active,2026-01-01T00:00:00Z
SRC-C-0410,C0410,Bruno,Bello,10000410,family,active,2026-01-01T00:00:00Z
SRC-C-0411,C0411,Carla,Cruz,10000411,business,active,2026-01-01T00:00:00Z
SRC-C-0412,C0412,Diego,Duarte,10000412,consumer,active,2026-01-01T00:00:00Z
SRC-C-0413,C0413,Elena,Estevez,10000413,family,active,2026-01-01T00:00:00Z
SRC-C-0414,C0414,Fabian,Flores,10000414,business,active,2026-01-01T00:00:00Z
SRC-C-0415,C0415,Gloria,Guerrero,10000415,consumer,active,2026-01-01T00:00:00Z
SRC-C-0416,C0416,Hugo,Herrera,10000416,family,active,2026-01-01T00:00:00Z
SRC-C-0417,C0417,Ana,Alba,10000417,business,active,2026-01-01T00:00:00Z
SRC-C-0418,C0418,Bruno,Bello,10000418,consumer,active,2026-01-01T00:00:00Z
SRC-C-0419,C0419,Carla,Cruz,10000419,family,active,2026-01-01T00:00:00Z
SRC-C-0420,C0420,Diego,Duarte,10000420,business,active,2026-01-01T00:00:00Z
SRC-C-0421,C0421,Elena,Estevez,10000421,consumer,active,2026-01-01T00:00:00Z
SRC-C-0422,C0422,Fabian,Flores,10000422,family,active,2026-01-01T00:00:00Z
SRC-C-0423,C0423,Gloria,Guerrero,10000423,business,active,2026-01-01T00:00:00Z
SRC-C-0424,C0424,Hugo,Herrera,10000424,consumer,active,2026-01-01T00:00:00Z
SRC-C-0425,C0425,Ana,Alba,10000425,family,active,2026-01-01T00:00:00Z
SRC-C-0426,C0426,Bruno,Bello,10000426,business,active,2026-01-01T00:00:00Z
SRC-C-0427,C0427,Carla,Cruz,10000427,consumer,active,2026-01-01T00:00:00Z
SRC-C-0428,C0428,Diego,Duarte,10000428,family,active,2026-01-01T00:00:00Z
SRC-C-0429,C0429,Elena,Estevez,10000429,business,active,2026-01-01T00:00:00Z
SRC-C-0430,C0430,Fabian,Flores,10000430,consumer,active,2026-01-01T00:00:00Z
SRC-C-0431,C0431,Gloria,Guerrero,10000431,family,active,2026-01-01T00:00:00Z
SRC-C-0432,C0432,Hugo,Herrera,10000432,business,active,2026-01-01T00:00:00Z
SRC-C-0433,C0433,Ana,Alba,10000433,consumer,active,2026-01-01T00:00:00Z
SRC-C-0434,C0434,Bruno,Bello,10000434,family,active,2026-01-01T00:00:00Z
SRC-C-0435,C0435,Carla,Cruz,10000435,business,active,2026-01-01T00:00:00Z
SRC-C-0436,C0436,Diego,Duarte,10000436,consumer,active,2026-01-01T00:00:00Z
SRC-C-0437,C0437,Elena,Estevez,10000437,family,active,2026-01-01T00:00:00Z
SRC-C-0438,C0438,Fabian,Flores,10000438,business,active,2026-01-01T00:00:00Z
SRC-C-0439,C0439,Gloria,Guerrero,10000439,consumer,active,2026-01-01T00:00:00Z
SRC-C-0440,C0440,Hugo,Herrera,10000440,family,active,2026-01-01T00:00:00Z
SRC-C-0441,C0441,Ana,Alba,10000441,business,active,2026-01-01T00:00:00Z
SRC-C-0442,C0442,Bruno,Bello,10000442,consumer,active,2026-01-01T00:00:00Z
SRC-C-0443,C0443,Carla,Cruz,10000443,family,active,2026-01-01T00:00:00Z
SRC-C-0444,C0444,Diego,Duarte,10000444,business,active,2026-01-01T00:00:00Z
SRC-C-0445,C0445,Elena,Estevez,10000445,consumer,active,2026-01-01T00:00:00Z
SRC-C-0446,C0446,Fabian,Flores,10000446,family,active,2026-01-01T00:00:00Z
SRC-C-0447,C0447,Gloria,Guerrero,10000447,business,active,2026-01-01T00:00:00Z
SRC-C-0448,C0448,Hugo,Herrera,10000448,consumer,active,2026-01-01T00:00:00Z
SRC-C-0449,C0449,Ana,Alba,10000449,family,active,2026-01-01T00:00:00Z
SRC-C-0450,C0450,Bruno,Bello,10000450,business,active,2026-01-01T00:00:00Z
SRC-C-0451,C0451,Carla,Cruz,10000451,consumer,active,2026-01-01T00:00:00Z
SRC-C-0452,C0452,Diego,Duarte,10000452,family,active,2026-01-01T00:00:00Z
SRC-C-0453,C0453,Elena,Estevez,10000453,business,active,2026-01-01T00:00:00Z
SRC-C-0454,C0454,Fabian,Flores,10000454,consumer,active,2026-01-01T00:00:00Z
SRC-C-0455,C0455,Gloria,Guerrero,10000455,family,active,2026-01-01T00:00:00Z
SRC-C-0456,C0456,Hugo,Herrera,10000456,business,active,2026-01-01T00:00:00Z
SRC-C-0457,C0457,Ana,Alba,10000457,consumer,active,2026-01-01T00:00:00Z
SRC-C-0458,C0458,Bruno,Bello,10000458,family,active,2026-01-01T00:00:00Z
SRC-C-0459,C0459,Carla,Cruz,10000459,business,active,2026-01-01T00:00:00Z
SRC-C-0460,C0460,Diego,Duarte,10000460,consumer,active,2026-01-01T00:00:00Z
SRC-C-0461,C0461,Elena,Estevez,10000461,family,active,2026-01-01T00:00:00Z
SRC-C-0462,C0462,Fabian,Flores,10000462,business,active,2026-01-01T00:00:00Z
SRC-C-0463,C0463,Gloria,Guerrero,10000463,consumer,active,2026-01-01T00:00:00Z
SRC-C-0464,C0464,Hugo,Herrera,10000464,family,active,2026-01-01T00:00:00Z
SRC-C-0465,C0465,Ana,Alba,10000465,business,active,2026-01-01T00:00:00Z
SRC-C-0466,C0466,Bruno,Bello,10000466,consumer,active,2026-01-01T00:00:00Z
SRC-C-0467,C0467,Carla,Cruz,10000467,family,active,2026-01-01T00:00:00Z
SRC-C-0468,C0468,Diego,Duarte,10000468,business,active,2026-01-01T00:00:00Z
SRC-C-0469,C0469,Elena,Estevez,10000469,consumer,active,2026-01-01T00:00:00Z
SRC-C-0470,C0470,Fabian,Flores,10000470,family,active,2026-01-01T00:00:00Z
SRC-C-0471,C0471,Gloria,Guerrero,10000471,business,active,2026-01-01T00:00:00Z
SRC-C-0472,C0472,Hugo,Herrera,10000472,consumer,active,2026-01-01T00:00:00Z
SRC-C-0473,C0473,Ana,Alba,10000473,family,active,2026-01-01T00:00:00Z
SRC-C-0474,C0474,Bruno,Bello,10000474,business,active,2026-01-01T00:00:00Z
SRC-C-0475,C0475,Carla,Cruz,10000475,consumer,active,2026-01-01T00:00:00Z
SRC-C-0476,C0476,Diego,Duarte,10000476,family,active,2026-01-01T00:00:00Z
SRC-C-0477,C0477,Elena,Estevez,10000477,business,active,2026-01-01T00:00:00Z
SRC-C-0478,C0478,Fabian,Flores,10000478,consumer,active,2026-01-01T00:00:00Z
SRC-C-0479,C0479,Gloria,Guerrero,10000479,family,active,2026-01-01T00:00:00Z
SRC-C-0480,C0480,Hugo,Herrera,10000480,business,active,2026-01-01T00:00:00Z
SRC-C-0481,C0481,Ana,Alba,10000481,consumer,active,2026-01-01T00:00:00Z
SRC-C-0482,C0482,Bruno,Bello,10000482,family,active,2026-01-01T00:00:00Z
SRC-C-0483,C0483,Carla,Cruz,10000483,business,active,2026-01-01T00:00:00Z
SRC-C-0484,C0484,Diego,Duarte,10000484,consumer,active,2026-01-01T00:00:00Z
SRC-C-0485,C0485,Elena,Estevez,10000485,family,active,2026-01-01T00:00:00Z
SRC-C-0486,C0486,Fabian,Flores,10000486,business,active,2026-01-01T00:00:00Z
SRC-C-0487,C0487,Gloria,Guerrero,10000487,consumer,active,2026-01-01T00:00:00Z
SRC-C-0488,C0488,Hugo,Herrera,10000488,family,active,2026-01-01T00:00:00Z
SRC-C-0489,C0489,Ana,Alba,10000489,business,active,2026-01-01T00:00:00Z
SRC-C-0490,C0490,Bruno,Bello,10000490,consumer,active,2026-01-01T00:00:00Z
SRC-C-0491,C0491,Carla,Cruz,10000491,family,active,2026-01-01T00:00:00Z
SRC-C-0492,C0492,Diego,Duarte,10000492,business,active,2026-01-01T00:00:00Z
SRC-C-0493,C0493,Elena,Estevez,10000493,consumer,active,2026-01-01T00:00:00Z
SRC-C-0494,C0494,Fabian,Flores,BAD494,family,active,2026-01-01T00:00:00Z
SRC-C-0495,C0495,Gloria,Guerrero,BAD495,business,active,2026-01-01T00:00:00Z
SRC-C-0496,C0496,Hugo,Herrera,BAD496,consumer,active,2026-01-01T00:00:00Z
SRC-C-0497,C0001,Ana,Alba,10000001,consumer,active,2026-02-01T00:00:00Z
SRC-C-0498,C0002,Bruno,Bello,10000002,family,active,2026-02-01T00:00:00Z
SRC-C-0499,C0003,Carla,Cruz,10000003,business,active,2026-02-01T00:00:00Z
SRC-C-0500,C0004,Diego,Duarte,10000004,consumer,active,2026-02-01T00:00:00Z
