source_row_id,line_id,account_id,product_id,msisdn,activation_date,status,updated_at
SRC-POL-0268,POL0268,PA0268,POST03,800000268,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0269,POL0269,PA0269,POST04,800000269,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0270,POL0270,PA0270,POST05,800000270,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0271,POL0271,PA0271,POST01,800000271,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0272,POL0272,PA0272,POST02,800000272,2024-08-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0273,POL0273,PA0273,POST03,800000273,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0274,POL0274,PA0274,POST04,800000274,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0275,POL0275,PA0275,POST05,800000275,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0276,POL0276,PA0276,POST01,800000276,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0277,POL0277,PA0277,POST02,800000277,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0278,POL0278,PA0278,POST03,800000278,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0279,POL0279,PA0001,POST04,800000279,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0280,POL0280,PA0002,POST05,800000280,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0281,POL0281,PA0003,POST01,800000281,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0282,POL0282,PA0004,POST02,800000282,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0283,POL0283,PA0005,POST03,800000283,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0284,POL0284,PA0006,POST04,800000284,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0285,POL0285,PA0007,POST05,800000285,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0286,POL0286,PA0008,POST01,800000286,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0287,POL0287,PA0009,POST02,800000287,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0288,POL0288,PA0010,POST03,800000288,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0289,POL0289,PA0011,POST04,800000289,2024-01-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0290,POL0290,PA0012,POST05,800000290,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0291,POL0291,PA0013,POST01,800000291,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0292,POL0292,PA0014,POST02,800000292,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0293,POL0293,PA0015,POST03,800000293,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0294,POL0294,PA0016,POST04,800000294,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0295,POL0295,PA0017,POST05,800000295,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0296,POL0296,PA0018,POST01,800000296,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0297,POL0297,PA0019,POST02,800000297,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0298,POL0298,PA0020,POST03,800000298,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0299,POL0299,PA0021,POST04,800000299,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0300,POL0300,PA0022,POST05,800000300,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0301,POL0301,PA0023,POST01,800000301,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0302,POL0302,PA0024,POST02,800000302,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0303,POL0303,PA0025,POST03,800000303,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0304,POL0304,PA0026,POST04,800000304,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0305,POL0305,PA0027,POST05,800000305,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0306,POL0306,PA0028,POST01,800000306,2024-06-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0307,POL0307,PA0029,POST02,800000307,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0308,POL0308,PA0030,POST03,800000308,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0309,POL0309,PA0031,POST04,800000309,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0310,POL0310,PA0032,POST05,800000310,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0311,POL0311,PA0033,POST01,800000311,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0312,POL0312,PA0034,POST02,800000312,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0313,POL0313,PA0035,POST03,800000313,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0314,POL0314,PA0036,POST04,800000314,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0315,POL0315,PA0037,POST05,800000315,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0316,POL0316,PA0038,POST01,800000316,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0317,POL0317,PA0039,POST02,800000317,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0318,POL0318,PA0040,POST03,800000318,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0319,POL0319,PA0041,POST04,800000319,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0320,POL0320,PA0042,POST05,800000320,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0321,POL0321,PA0043,POST01,800000321,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0322,POL0322,PA0044,POST02,800000322,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0323,POL0323,PA0045,POST03,800000323,2024-11-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0324,POL0324,PA0046,POST04,800000324,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0325,POL0325,PA0047,POST05,800000325,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0326,POL0326,PA0048,POST01,800000326,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0327,POL0327,PA0049,POST02,800000327,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0328,POL0328,PA0050,POST03,800000328,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0329,POL0329,PA0051,POST04,800000329,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0330,POL0330,PA0052,POST05,800000330,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0331,POL0331,PA0053,POST01,800000331,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0332,POL0332,PA0054,POST02,800000332,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0333,POL0333,PA0055,POST03,800000333,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0334,POL0334,PA0056,POST04,800000334,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0335,POL0335,PA0057,POST05,800000335,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0336,POL0336,PA0058,POST01,800000336,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0337,POL0337,PA0059,POST02,800000337,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0338,POL0338,PA0060,POST03,800000338,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0339,POL0339,PA0061,POST04,800000339,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0340,POL0340,PA0062,POST05,800000340,2024-04-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0341,POL0341,PA0063,POST01,800000341,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0342,POL0342,PA0064,POST02,800000342,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0343,POL0343,PA0065,POST03,800000343,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0344,POL0344,PA0066,POST04,800000344,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0345,POL0345,PA0067,POST05,800000345,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0346,POL0346,PA0068,POST01,800000346,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0347,POL0347,PA0069,POST02,800000347,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0348,POL0348,PA0070,POST03,800000348,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0349,POL0349,PA0071,POST04,800000349,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0350,POL0350,PA0072,POST05,800000350,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0351,POL0351,PA0073,POST01,800000351,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0352,POL0352,PA0074,POST02,800000352,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0353,POL0353,PA0075,POST03,800000353,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0354,POL0354,PA0076,POST04,800000354,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0355,POL0355,PA0077,POST05,800000355,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0356,POL0356,PA0078,POST01,800000356,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0357,POL0357,PA0079,POST02,800000357,2024-09-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0358,POL0358,PA0080,POST03,800000358,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0359,POL0359,PA0081,POST04,800000359,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0360,POL0360,PA0082,POST05,800000360,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0361,POL0361,PA0083,POST01,800000361,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0362,POL0362,PA0084,POST02,800000362,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0363,POL0363,PA0085,POST03,800000363,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0364,POL0364,PA0086,POST04,800000364,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0365,POL0365,PA0087,POST05,800000365,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0366,POL0366,PA0088,POST01,800000366,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0367,POL0367,PA0089,POST02,800000367,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0368,POL0368,PA0090,POST03,800000368,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0369,POL0369,PA0091,POST04,800000369,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0370,POL0370,PA0092,POST05,800000370,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0371,POL0371,PA0093,POST01,800000371,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0372,POL0372,PA0094,POST02,800000372,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0373,POL0373,PA0095,POST03,800000373,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0374,POL0374,PA0096,POST04,800000374,2024-02-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0375,POL0375,PA0097,POST05,800000375,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0376,POL0376,PA0098,POST01,800000376,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0377,POL0377,PA0099,POST02,800000377,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0378,POL0378,PA0100,POST03,800000378,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0379,POL0379,PA0101,POST04,800000379,2024-07-15,active,2026-01-06T00:00:00Z
SRC-POL-0380,POL0380,PA0102,POST05,800000380,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0381,POL0381,PA0103,POST01,800000381,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0382,POL0382,PA0104,POST02,800000382,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0383,POL0383,PA0105,POST03,800000383,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0384,POL0384,PA0106,POST04,800000384,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0385,POL0385,PA0107,POST05,800000385,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0386,POL0386,PA0108,POST01,800000386,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0387,POL0387,PA0109,POST02,800000387,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0388,POL0388,PA0110,POST03,800000388,2024-04-15,active,2026-01-06T00:00:00Z
SRC-POL-0389,POL0389,PA0111,POST04,800000389,2024-05-15,active,2026-01-06T00:00:00Z
SRC-POL-0390,POL0390,PA0112,POST05,800000390,2024-06-15,active,2026-01-06T00:00:00Z
SRC-POL-0391,POL0391,PA0113,POST01,800000391,2024-07-15,suspended,2026-01-06T00:00:00Z
SRC-POL-0392,POL0392,PA0114,POST02,800000392,2024-08-15,active,2026-01-06T00:00:00Z
SRC-POL-0393,POL0393,PA0115,POST03,800000393,2024-09-15,active,2026-01-06T00:00:00Z
SRC-POL-0394,POL0394,PA0116,POST04,800000394,2024-10-15,active,2026-01-06T00:00:00Z
SRC-POL-0395,POL0395,PA0117,POST05,800000395,2024-11-15,active,2026-01-06T00:00:00Z
SRC-POL-0396,POL0396,PA0118,POST01,800000396,2024-12-15,active,2026-01-06T00:00:00Z
SRC-POL-0397,POL0397,PA0119,POST02,800000397,2024-01-15,active,2026-01-06T00:00:00Z
SRC-POL-0398,POL0398,PA0120,POST03,800000398,2024-02-15,active,2026-01-06T00:00:00Z
SRC-POL-0399,POL0399,PA9999,POST04,800000399,2024-03-15,active,2026-01-06T00:00:00Z
SRC-POL-0400,POL0400,PA9999,POST05,800000400,2024-04-15,active,2026-01-06T00:00:00Z
